frame_number,track_id,car_bbox,car_bbox_score,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
372,5.0,[2070.30810546875 1446.86474609375 2780.016357421875 2023.9683837890625],0.9115618467330933,[257.91546630859375 385.4153747558594 472.03973388671875 441.21484375],0.4468664228916168,AP05JEO,0.5965974829850884
373,5.0,[2070.7724609375 1446.0936279296875 2780.68310546875 2024.455322265625],0.9110467433929443,[258.1442565917969 380.96197509765625 479.574951171875 442.7913513183594],0.4069088399410248,AP05JEO,0.4529009892812469
374,5.0,[2071.23876953125 1453.015380859375 2781.813232421875 2028.5396728515625],0.9100118279457092,[258.2032775878906 378.35455322265625 481.4740905761719 439.3343811035156],0.4028546214103699,AP05JEO,0.4521530751258035
375,5.0,[2069.33544921875 1457.8272705078125 2784.169189453125 2033.29150390625],0.90923672914505,[262.1116027832031 375.8215026855469 488.0967102050781 440.7441101074219],0.33961212635040283,AP05JEO,0.28031702742548975
376,5.0,[2071.34912109375 1461.36376953125 2786.65380859375 2037.623046875],0.9114362001419067,[258.85223388671875 377.48828125 486.37225341796875 440.6815185546875],0.34311383962631226,AP05JEO,0.5722863102923652
377,5.0,[2070.49560546875 1464.963134765625 2791.203125 2041.3812255859375],0.9126618504524231,[262.5006408691406 381.68658447265625 488.63397216796875 438.3536682128906],0.3438336253166199,AP05JEO,0.4018255244149184
378,5.0,[2071.751953125 1468.82763671875 2794.99072265625 2045.1304931640625],0.919154167175293,[263.7185974121094 381.544189453125 498.6954040527344 438.2362365722656],0.38110676407814026,AP05JEO,0.3198884591834381
379,5.0,[2072.12890625 1469.479736328125 2796.333984375 2045.2381591796875],0.9189362525939941,[264.32965087890625 378.68682861328125 516.8049926757812 439.1269836425781],0.31928107142448425,AP05JEO,0.3198884591834381
380,5.0,[2072.983642578125 1470.609130859375 2797.4873046875 2050.3408203125],0.9180758595466614,[262.7566833496094 383.1873779296875 499.7088317871094 441.3702697753906],0.26390504837036133,AP05JEO,0.2145367460901913
380,12.0,[947.0556030273438 1331.470947265625 1559.498046875 1842.73583984375],0.8824824094772339,[201.51478576660156 326.6392822265625 391.2797546386719 379.0187072753906],0.6865195035934448,KH05ZZK,0.1852072186884151
381,5.0,[2074.036376953125 1477.4229736328125 2799.892578125 2057.875244140625],0.9228131771087646,[263.9608154296875 378.6960144042969 503.6214599609375 440.82232666015625],0.329345166683197,AP05JEO,0.3283397055634759
382,5.0,[2074.21044921875 1481.691650390625 2802.376220703125 2064.2734375],0.9250360727310181,[264.8909912109375 376.18243408203125 488.61767578125 446.7625427246094],0.42026206851005554,AP05JEO,0.30088743541607604
382,12.0,[943.5878295898438 1338.61279296875 1553.197998046875 1847.053955078125],0.8902616500854492,[201.5975341796875 327.4049072265625 391.319091796875 379.91253662109375],0.6656918525695801,KH05ZZK,0.4296729173545565
383,5.0,[2074.616943359375 1485.4072265625 2804.09814453125 2069.57568359375],0.9272117614746094,[265.9439697265625 379.17523193359375 489.84637451171875 443.2578430175781],0.48987457156181335,AP05JED,0.2355253334973734
383,12.0,[947.3533325195312 1341.634033203125 1547.3079833984375 1850.0718994140625],0.8998002409934998,[198.24058532714844 326.6631774902344 388.7276611328125 381.904296875],0.634454607963562,KH05ZIK,0.6261944260154646
384,5.0,[2074.31005859375 1489.1712646484375 2806.3017578125 2074.817626953125],0.9321891665458679,[266.3564147949219 379.5820617675781 503.5655822753906 443.2969665527344],0.3910835087299347,AP05JEO,0.5989688532586362
384,12.0,[946.180419921875 1344.52392578125 1547.4913330078125 1853.5982666015625],0.8915894627571106,[195.61752319335938 327.27154541015625 385.3891296386719 383.8494873046875],0.586422324180603,KH45ZIK,0.20041852050638814
385,5.0,[2074.200439453125 1489.8792724609375 2807.086669921875 2075.8505859375],0.9322110414505005,[265.6226806640625 379.81658935546875 503.8279724121094 444.26263427734375],0.3843543827533722,AP05JEO,0.8168955341426668
385,12.0,[946.5385131835938 1345.2449951171875 1547.8067626953125 1854.2476806640625],0.8920696377754211,[195.68702697753906 326.7104187011719 385.4599609375 382.1437683105469],0.5904366970062256,KH45ZIK,0.20041852050638814
386,5.0,[2074.781982421875 1491.4046630859375 2809.449462890625 2081.54541015625],0.9311275482177734,[268.3790588378906 380.3073425292969 502.851806640625 452.793701171875],0.303943008184433,AP05JEQ,0.2901861484769919
386,12.0,[940.0816650390625 1346.091796875 1544.4803466796875 1858.1715087890625],0.8969277143478394,[198.7775115966797 329.1539611816406 388.2651672363281 385.5811462402344],0.6021985411643982,KH05ZZK,0.40820661054672236
387,5.0,[2074.77294921875 1494.9681396484375 2812.211181640625 2086.766357421875],0.9359219670295715,[264.7841491699219 384.0517883300781 489.1760559082031 448.2850341796875],0.2706073522567749,AP05JEQ,0.21721841216561594
387,12.0,[945.104248046875 1348.9334716796875 1552.2200927734375 1861.7071533203125],0.8948410749435425,[192.67376708984375 330.42047119140625 384.965576171875 385.645751953125],0.539551317691803,KH05ZZK,0.7734161231016539
388,5.0,[2075.30224609375 1497.08154296875 2816.680419921875 2090.258544921875],0.9351770281791687,[270.1977844238281 384.584716796875 505.3634338378906 449.8907165527344],0.40012335777282715,AP05JEO,0.17173095623333587
388,12.0,[945.0419311523438 1352.776611328125 1552.1181640625 1865.6597900390625],0.9027062058448792,[192.9510498046875 328.1557922363281 382.8644104003906 389.18646240234375],0.5515509843826294,KA05ZZK,0.17946850229073602
389,5.0,[2076.4560546875 1501.650146484375 2818.51416015625 2094.28955078125],0.9354401230812073,[270.1316833496094 385.85125732421875 514.1365966796875 449.5589904785156],0.36353588104248047,AP05JEO,0.22476401439060892
389,12.0,[941.5743408203125 1357.602783203125 1549.24267578125 1868.3363037109375],0.8998568058013916,[192.58883666992188 329.1343994140625 385.0906982421875 384.2158508300781],0.5216572880744934,KR05ZZK,0.3371996740574699
390,12.0,[938.6396484375 1360.55078125 1547.787353515625 1871.8077392578125],0.8993363380432129,[195.15269470214844 329.1761169433594 385.939208984375 384.6328430175781],0.550227165222168,KN05ZZK,0.32336175745264156
391,12.0,[937.80126953125 1361.3515625 1547.19189453125 1872.653076171875],0.8996031880378723,[196.78091430664062 328.3929443359375 386.83935546875 384.15972900390625],0.5996984243392944,RN05ZZK,0.5989283681077917
393,12.0,[930.380126953125 1367.9459228515625 1542.624755859375 1880.676513671875],0.8918299674987793,[200.10475158691406 329.2636413574219 391.38165283203125 385.34259033203125],0.5774580836296082,KA05ZZK,0.10819173299084163
394,12.0,[931.6767578125 1372.3848876953125 1547.6292724609375 1886.2633056640625],0.8920145034790039,[196.2175750732422 329.1748046875 389.1061096191406 384.41375732421875],0.5867567658424377,KH05ZIK,0.2751723043852479
396,5.0,[2079.239013671875 1526.6375732421875 2829.74658203125 2126.29541015625],0.9243948459625244,[274.4231872558594 388.30560302734375 527.978759765625 454.2390441894531],0.2621458172798157,AP05JEQ,0.31822533248380097
396,12.0,[929.0552978515625 1377.873046875 1548.419189453125 1895.19970703125],0.9040513038635254,[195.56222534179688 333.43878173828125 385.4363098144531 385.64990234375],0.6024588346481323,KK05ZTK,0.40755738415602816
397,12.0,[929.6384887695312 1378.6572265625 1547.93603515625 1895.9427490234375],0.9052426218986511,[195.5358123779297 332.53448486328125 385.86199951171875 383.1023254394531],0.6117162704467773,KK05ZTK,0.40755738415602816
398,12.0,[927.4901123046875 1381.231201171875 1551.1806640625 1900.7349853515625],0.8953381776809692,[195.989501953125 333.6164245605469 384.45550537109375 383.6474304199219],0.6279282569885254,KM05ZZK,0.3679446975325339
399,5.0,[2080.465576171875 1537.0511474609375 2831.90478515625 2130.328369140625],0.9137296080589294,[269.7657775878906 388.84820556640625 550.5155029296875 453.97454833984375],0.2980577051639557,AP05JEO,0.476617846556453
400,5.0,[2082.804443359375 1540.8099365234375 2833.164306640625 2134.476318359375],0.9163705110549927,[271.009765625 395.25347900390625 544.8065795898438 455.0341796875],0.2811392545700073,AP05JED,0.20758166261471506
400,12.0,[923.2296142578125 1388.7159423828125 1538.075927734375 1910.3271484375],0.9197778701782227,[193.15638732910156 333.3401794433594 387.9329528808594 387.98382568359375],0.590538501739502,KR05ZZK,0.37929999802407216
401,5.0,[2086.572509765625 1545.27001953125 2834.891357421875 2137.85400390625],0.9124701023101807,[273.1693115234375 393.7247619628906 527.3825073242188 451.70538330078125],0.3419540822505951,AP05JEO,0.4531253936416424
401,12.0,[920.7457275390625 1392.1072998046875 1543.394775390625 1914.643310546875],0.9160454869270325,[193.599853515625 333.2750244140625 389.37152099609375 388.941650390625],0.5769648551940918,KH05ZZK,0.6312301286844844
402,12.0,[920.8458251953125 1393.9422607421875 1541.5648193359375 1916.5804443359375],0.9066630601882935,[192.72393798828125 335.81561279296875 386.7994689941406 390.8379821777344],0.6177206635475159,KA05ZZK,0.6027160908726954
403,5.0,[2088.3525390625 1545.9580078125 2837.464599609375 2142.462890625],0.9105350375175476,[273.91375732421875 399.2839660644531 523.6710815429688 456.310546875],0.338486909866333,AP05JEO,0.272752864630994
403,12.0,[921.0114135742188 1394.315185546875 1540.998779296875 1916.7933349609375],0.9062026143074036,[191.94676208496094 335.1766357421875 385.6382141113281 389.74884033203125],0.6072794198989868,KA05ZZK,0.30473466013995554
404,5.0,[2089.439697265625 1550.669677734375 2838.42724609375 2145.519775390625],0.91181880235672,[274.0014343261719 399.25164794921875 528.3313598632812 455.40350341796875],0.33568164706230164,AP05JEQ,0.454233406031476
404,12.0,[915.0228881835938 1396.361572265625 1542.2415771484375 1920.53564453125],0.895916223526001,[194.57525634765625 336.5428771972656 390.0479736328125 391.95611572265625],0.6067813038825989,KR05ZZK,0.5456246015105911
405,5.0,[2091.556884765625 1554.493408203125 2840.5234375 2148.44189453125],0.91569584608078,[271.6892395019531 400.1355895996094 525.8367309570312 459.8963928222656],0.35445085167884827,AP05JEO,0.4116133439095375
405,12.0,[913.9589233398438 1397.7239990234375 1546.0054931640625 1924.43994140625],0.8976382613182068,[196.35716247558594 340.3558044433594 388.4369201660156 393.4271240234375],0.6539938449859619,KM05ZZK,0.5511056150328361
406,5.0,[2092.146484375 1558.2041015625 2846.2470703125 2150.768310546875],0.9225103259086609,[272.71636962890625 398.67156982421875 531.3329467773438 462.0098876953125],0.37730708718299866,AP05JEQ,0.2770043751427381
406,12.0,[913.302734375 1402.0831298828125 1549.625732421875 1928.2095947265625],0.9007600545883179,[193.9163818359375 337.7020568847656 390.3981628417969 393.7271728515625],0.6482643485069275,KA05ZZK,0.5964528092200829
407,5.0,[2092.272216796875 1562.031005859375 2849.928955078125 2152.443603515625],0.9238179922103882,[270.3841857910156 399.65899658203125 542.0060424804688 464.4539489746094],0.3463734984397888,AP05JED,0.3414034123938174
407,12.0,[912.6111450195312 1405.29638671875 1554.932861328125 1934.192138671875],0.9115079641342163,[191.19874572753906 338.6363525390625 389.5041198730469 396.0020751953125],0.6438593864440918,KK05ZZK,0.2436008369269204
408,5.0,[2090.91455078125 1566.5966796875 2853.639404296875 2153.345703125],0.9273850917816162,[274.5558166503906 398.05078125 570.1602172851562 465.90753173828125],0.33758699893951416,AP05JEQ,0.14841010041373634
409,5.0,[2090.494140625 1567.62255859375 2855.10888671875 2152.81787109375],0.9272992014884949,[271.04510498046875 398.3369445800781 558.482666015625 464.57684326171875],0.35344836115837097,AP05JEO,0.22465292388625327
411,5.0,[2088.574951171875 1573.4969482421875 2859.505615234375 2152.200439453125],0.9351193904876709,[279.1622009277344 398.0583190917969 548.9468994140625 466.9852294921875],0.2852100729942322,AP05JEQ,0.5578384645102697
412,12.0,[893.0614624023438 1420.3975830078125 1545.714599609375 1951.228759765625],0.8925741314888,[204.52488708496094 340.68048095703125 400.8927917480469 396.0661926269531],0.6427919268608093,KH05ZZK,0.3847994835047436
413,12.0,[883.020263671875 1421.6080322265625 1544.1219482421875 1954.4495849609375],0.8928239941596985,[210.4861297607422 343.10833740234375 409.89508056640625 399.8571472167969],0.6150498390197754,KH05ZZK,0.6133929479322512
414,5.0,[2093.763916015625 1588.6590576171875 2866.192626953125 2150.92529296875],0.928682804107666,[279.05023193359375 401.83087158203125 549.8074340820312 463.35302734375],0.275093674659729,AP05JEQ,0.19992636106799902
414,12.0,[881.2692260742188 1425.2239990234375 1541.5523681640625 1959.845458984375],0.8935724496841431,[208.97018432617188 342.8492126464844 407.6954040527344 400.50201416015625],0.6134760975837708,KH05ZZK,0.3234656935956079
415,5.0,[2094.627197265625 1588.9971923828125 2867.430419921875 2150.11279296875],0.928745448589325,[280.6043395996094 401.72747802734375 551.427734375 463.6321716308594],0.27472981810569763,AP05JEQ,0.20068944450922444
415,12.0,[880.453125 1426.28369140625 1540.538818359375 1961.2130126953125],0.893772304058075,[209.71983337402344 341.948486328125 408.4736328125 395.2259216308594],0.6144279837608337,KH05ZZK,0.3234656935956079
417,5.0,[2097.455078125 1593.41796875 2870.80419921875 2152.67529296875],0.9273049235343933,[280.75531005859375 405.6754455566406 598.123779296875 473.480712890625],0.27408868074417114,AP05JEQ,0.22220811861042938
418,5.0,[2096.708251953125 1598.208740234375 2872.35888671875 2153.19287109375],0.9241103529930115,[280.926025390625 406.11993408203125 544.5582275390625 474.5406188964844],0.2849113345146179,AP05JEQ,0.21511500121437316
418,12.0,[882.6904296875 1433.017333984375 1549.1175537109375 1975.525634765625],0.9072113633155823,[200.87020874023438 347.28704833984375 402.00445556640625 404.5091552734375],0.6512619256973267,KH05ZZK,0.4955264484111887
425,5.0,[2104.960693359375 1628.4537353515625 2886.6103515625 2147.195556640625],0.9124392867088318,[283.75970458984375 407.00201416015625 563.8698120117188 477.6076354980469],0.25506171584129333,AP05JEO,0.3499165002609535
427,5.0,[2106.150634765625 1632.3546142578125 2890.089111328125 2148.159423828125],0.9082728028297424,[283.87432861328125 408.2357177734375 536.6832885742188 479.5939025878906],0.3380245268344879,AP05JEO,0.3180389024151315
429,12.0,[853.0526123046875 1467.2923583984375 1536.9281005859375 2015.274169921875],0.9011256098747253,[209.74166870117188 351.60894775390625 412.6531982421875 407.2985534667969],0.6321043968200684,KH05ZZK,0.4869307955241646
430,5.0,[2107.9365234375 1645.95849609375 2896.573486328125 2153.242919921875],0.9077099561691284,[290.79681396484375 412.5076904296875 575.5195922851562 477.5748291015625],0.30427318811416626,AP05JEO,0.26600177151303317
430,12.0,[856.261474609375 1469.8636474609375 1537.787353515625 2021.65478515625],0.9006563425064087,[203.10667419433594 353.25469970703125 408.16082763671875 411.7875061035156],0.6128496527671814,KH05ZZK,0.42971734572521253
431,12.0,[854.662353515625 1472.83544921875 1534.6334228515625 2023.65234375],0.8989787697792053,[203.21730041503906 353.8358459472656 408.2231140136719 413.95672607421875],0.6230992078781128,KH05ZZK,0.4653064768620181
433,12.0,[839.1832885742188 1474.9266357421875 1536.260498046875 2031.435302734375],0.8984623551368713,[219.30081176757812 357.97686767578125 420.7061767578125 412.6737365722656],0.6452828049659729,KR05ZZK,0.4469854002385864
435,5.0,[2112.16162109375 1663.548828125 2910.345458984375 2154.89306640625],0.9183637499809265,[284.7579650878906 415.2414245605469 554.6090087890625 482.2308349609375],0.31222212314605713,AP05JEO,0.42486818868590204
436,12.0,[830.6029052734375 1488.72021484375 1532.1319580078125 2042.677734375],0.912747323513031,[220.15341186523438 357.30706787109375 423.2666015625 413.5069274902344],0.640243649482727,KH05ZZK,0.46989444561864174
437,12.0,[829.4532470703125 1492.5228271484375 1522.068359375 2046.80224609375],0.9087435603141785,[216.74798583984375 355.6630554199219 421.12945556640625 418.33941650390625],0.6583601236343384,KN05ZZK,0.47402519796744574
439,12.0,[818.9596557617188 1497.904296875 1515.21630859375 2050.928955078125],0.9081745147705078,[224.81658935546875 355.0882568359375 429.36895751953125 418.4884033203125],0.6602236032485962,KN05ZZK,0.264889942018022
441,12.0,[812.4017944335938 1504.7142333984375 1519.3359375 2064.712646484375],0.9083088040351868,[228.3548583984375 360.5934753417969 436.985107421875 415.6363525390625],0.6122768521308899,KN05ZZK,0.5531207715708497
442,12.0,[814.5418090820312 1508.6173095703125 1515.5987548828125 2068.907470703125],0.9020196795463562,[221.0209197998047 357.0397033691406 429.1327209472656 420.4364013671875],0.6407208442687988,KM05ZZK,0.24664897832882904
444,12.0,[819.6546630859375 1516.56787109375 1503.5330810546875 2079.281005859375],0.8961538076400757,[214.71347045898438 360.43084716796875 424.0988464355469 420.6999816894531],0.6269155740737915,KM05ZZK,0.12667668496313417
445,12.0,[821.060302734375 1517.3631591796875 1500.563232421875 2080.923828125],0.896235466003418,[212.73326110839844 359.7158508300781 421.7229919433594 419.8570861816406],0.6233490109443665,KM05ZZK,0.12667668496313417
464,12.0,[764.5278930664062 1577.89892578125 1520.0513916015625 2153.3447265625],0.8889989256858826,[230.8024139404297 375.3382263183594 446.44659423828125 437.1561584472656],0.6250836849212646,RH05ZZR,0.19315934147661623
468,12.0,[748.0416870117188 1595.0462646484375 1483.793212890625 2155.275146484375],0.9006832242012024,[236.97952270507812 380.0390319824219 454.4521789550781 437.99615478515625],0.5616201162338257,RH05ZZK,0.2636513365266587
470,12.0,[751.7194213867188 1598.681884765625 1480.11767578125 2154.217529296875],0.8989157676696777,[233.0343017578125 380.3933410644531 452.02740478515625 443.789306640625],0.659694254398346,KH05ZZK,0.36941023623838126
471,12.0,[753.9175415039062 1602.3740234375 1481.0980224609375 2153.18896484375],0.9055812358856201,[229.02767944335938 379.681884765625 447.7221984863281 443.8038635253906],0.6590962409973145,RH05ZZK,0.1821329077429483
472,12.0,[743.4041748046875 1607.1500244140625 1478.737060546875 2151.215576171875],0.9027232527732849,[236.14552307128906 380.2095031738281 456.3140869140625 443.461181640625],0.6464608311653137,RH05ZZK,0.6928206254802013
473,12.0,[741.7845458984375 1611.0784912109375 1476.5924072265625 2151.56103515625],0.9089983105659485,[233.1494903564453 375.27227783203125 451.5425720214844 441.9130554199219],0.72514408826828,RH05ZZK,0.3622939657811969
476,12.0,[738.4447021484375 1618.0194091796875 1477.2542724609375 2152.442626953125],0.9070166349411011,[233.6623077392578 387.2052001953125 456.1763000488281 449.6436767578125],0.5893017649650574,RH05ZZK,0.1826768672903453
493,12.0,[671.33251953125 1680.5103759765625 1463.658447265625 2151.552490234375],0.8932060599327087,[261.0018615722656 397.8671875 496.0046691894531 458.6120300292969],0.48324844241142273,KH05ZZK,0.25496556808877585
494,12.0,[684.5385131835938 1685.2901611328125 1462.80419921875 2152.267822265625],0.89308762550354,[249.27056884765625 399.55108642578125 478.1790771484375 464.6248474121094],0.4013867676258087,KH05ZZK,0.544858291652408
497,20.0,[2310.404296875 1112.9237060546875 2878.947998046875 1573.9791259765625],0.8198079466819763,[202.0924072265625 300.73223876953125 366.6983337402344 350.2989501953125],0.616597056388855,EY61MEG,0.49335553023228257
498,20.0,[2312.04052734375 1113.9400634765625 2873.474609375 1574.3714599609375],0.8047434687614441,[199.01034545898438 304.6072082519531 363.47149658203125 350.65423583984375],0.5364938378334045,EY61MGG,0.5058636880152222
499,20.0,[2312.41748046875 1113.6202392578125 2872.484375 1573.184814453125],0.8055517673492432,[198.71652221679688 305.3970947265625 363.4423522949219 350.11090087890625],0.5558010339736938,EY61MBG,0.21865106453787922
500,20.0,[2313.676025390625 1116.88330078125 2876.938720703125 1574.444091796875],0.8366062045097351,[199.58795166015625 303.2745361328125 363.7010498046875 349.27374267578125],0.5470293164253235,EY61NEG,0.8123293544705715
501,20.0,[2316.495361328125 1118.7119140625 2873.3076171875 1577.2860107421875],0.8266057968139648,[198.42190551757812 305.4039306640625 362.4703369140625 350.9580993652344],0.53716641664505,EY51NBG,0.09966475814195042
502,20.0,[2318.73828125 1121.66943359375 2878.162353515625 1580.1092529296875],0.8154109716415405,[198.2793731689453 305.0461730957031 361.5416259765625 349.9619140625],0.5439952611923218,EY61MEG,0.15699890062930402
503,20.0,[2319.28759765625 1125.1502685546875 2882.091796875 1586.49609375],0.8161483407020569,[198.2393341064453 301.1533508300781 360.7883605957031 351.0937805175781],0.5426319241523743,EY61MEG,0.4365073250255065
504,20.0,[2319.694580078125 1127.1864013671875 2879.45361328125 1592.609375],0.8148230314254761,[197.1229705810547 301.18621826171875 361.1656494140625 351.3829040527344],0.5501353740692139,EY61MBG,0.2978863719204429
505,13.0,[2246.625732421875 1476.68408203125 2935.568603515625 2003.23291015625],0.8534491658210754,[252.26446533203125 362.5633239746094 447.8989562988281 413.817138671875],0.6389968991279602,CI01IKI,0.11312054320348905
505,20.0,[2319.57861328125 1127.239013671875 2878.736572265625 1594.0325927734375],0.8141124248504639,[197.2847442626953 302.2005310058594 362.59869384765625 351.986572265625],0.6050534844398499,EY61MEG,0.36257455135080324
506,20.0,[2319.94775390625 1128.6875 2887.26806640625 1597.935302734375],0.8103310465812683,[198.62049865722656 303.96429443359375 363.7977600097656 353.2807922363281],0.5876110792160034,EY61MEG,0.24579873904589103
507,13.0,[2251.883544921875 1480.8087158203125 2934.515869140625 2009.9261474609375],0.8596832752227783,[249.71011352539062 365.9397888183594 445.4034118652344 419.7802734375],0.7150667309761047,CI30ZID,0.11300384157640622
507,20.0,[2320.220458984375 1130.5389404296875 2892.18408203125 1603.074951171875],0.8288835883140564,[195.63104248046875 305.76654052734375 364.8806457519531 355.9149475097656],0.6266998648643494,EY51MEG,0.2732229267352433
508,20.0,[2319.673828125 1131.4798583984375 2891.702880859375 1605.6072998046875],0.8326365351676941,[199.5660858154297 303.630615234375 364.9893493652344 355.1468200683594],0.5954801440238953,EY61MEG,0.18298833371822418
509,20.0,[2319.33349609375 1133.37841796875 2894.995361328125 1606.8594970703125],0.8280110359191895,[201.09580993652344 306.2888488769531 368.141357421875 355.61077880859375],0.5663385987281799,EY61MEG,0.7043596682830368
510,20.0,[2319.752685546875 1135.8663330078125 2886.31494140625 1608.4461669921875],0.8403404951095581,[201.15809631347656 307.01116943359375 367.8544921875 359.718017578125],0.6454200148582458,EV61NBG,0.4740316636939809
511,20.0,[2319.68701171875 1136.0780029296875 2884.173828125 1608.13134765625],0.8414992094039917,[200.98048400878906 305.8414611816406 367.4310302734375 358.0528869628906],0.656596839427948,EV61NBG,0.46687063755242936
512,20.0,[2318.42626953125 1136.560791015625 2897.52978515625 1611.2744140625],0.8506179451942444,[201.56040954589844 309.2974853515625 371.3629150390625 359.4962463378906],0.6106007695198059,EY61MBG,0.4216185030962667
513,20.0,[2318.832275390625 1137.8076171875 2900.261962890625 1613.4869384765625],0.8361034393310547,[204.4910125732422 309.144775390625 372.82623291015625 360.76556396484375],0.5832856297492981,EY61MBG,0.5344900551119488
514,20.0,[2321.49267578125 1139.403564453125 2892.322265625 1614.915283203125],0.8378598690032959,[201.81512451171875 311.3589172363281 369.4054260253906 359.7550354003906],0.49548208713531494,EY61MBG,0.7596267189013265
515,20.0,[2323.833740234375 1141.1407470703125 2890.745361328125 1616.6077880859375],0.8323612213134766,[200.7162628173828 313.7062683105469 367.7668762207031 359.42645263671875],0.5243348479270935,EY61NBG,0.727253304502148
516,20.0,[2324.4970703125 1145.4385986328125 2889.93017578125 1622.7337646484375],0.8376861810684204,[200.62364196777344 310.0694580078125 367.4689636230469 360.96417236328125],0.5393340587615967,EY61NBG,0.6825280002850205
517,20.0,[2324.503662109375 1146.227783203125 2891.4423828125 1624.0008544921875],0.8374031186103821,[201.5586700439453 309.19622802734375 368.2900085449219 361.4627380371094],0.6614941954612732,EY61NBG,0.6662635323382319
518,20.0,[2324.37939453125 1149.223876953125 2900.88330078125 1625.4755859375],0.8458573818206787,[200.59947204589844 309.43359375 370.8631591796875 361.0202331542969],0.6198626160621643,EY61NBG,0.28062635777623124
519,20.0,[2323.4208984375 1150.212890625 2908.686279296875 1633.892822265625],0.846156120300293,[201.21665954589844 311.43927001953125 374.0845642089844 359.63653564453125],0.6240784525871277,EY61NBG,0.7058886661833118
520,20.0,[2325.205322265625 1153.4388427734375 2913.937255859375 1636.537841796875],0.8499826788902283,[201.5576629638672 311.0901184082031 372.3329162597656 362.38018798828125],0.5874099731445312,EY61MBG,0.6252396991221428
521,20.0,[2323.947021484375 1155.3028564453125 2918.35595703125 1640.0640869140625],0.8594955801963806,[204.46478271484375 312.0018310546875 376.4373474121094 362.94244384765625],0.6166580319404602,EY61MBC,0.2577674169666255
522,20.0,[2328.39501953125 1158.5322265625 2923.12158203125 1642.539794921875],0.8576917052268982,[203.41757202148438 310.8222351074219 371.69964599609375 362.00555419921875],0.6073682308197021,EY61NBG,0.37871570315299863
523,20.0,[2329.8857421875 1159.036865234375 2924.76806640625 1642.2369384765625],0.8581334352493286,[197.50967407226562 311.6259765625 368.33123779296875 358.8440856933594],0.6049554944038391,EY61NBG,0.8012935578178102
524,20.0,[2330.2294921875 1162.159912109375 2926.50439453125 1647.8233642578125],0.8550927639007568,[200.4765625 309.9989013671875 370.0648193359375 361.1988220214844],0.5843572020530701,EY61MBG,0.4340448610647241
525,20.0,[2328.197021484375 1163.5640869140625 2918.1572265625 1651.8294677734375],0.8515377044677734,[200.03257751464844 311.35357666015625 371.83843994140625 359.978759765625],0.5914574861526489,EY61NBG,0.46688187598689984
526,20.0,[2328.432373046875 1163.9404296875 2918.290283203125 1650.1412353515625],0.8580343723297119,[202.07757568359375 313.6448059082031 374.8884582519531 365.9620056152344],0.584947407245636,EY61NBG,0.4805345745002209
527,20.0,[2326.8935546875 1165.8939208984375 2918.07861328125 1655.27099609375],0.8572621941566467,[205.2853240966797 314.7259521484375 378.96826171875 367.2313232421875],0.6074824333190918,EY61NBG,0.42984629959887516
528,20.0,[2327.13916015625 1167.852783203125 2917.087158203125 1660.48291015625],0.8474901914596558,[203.22454833984375 315.593994140625 378.5796813964844 364.3951721191406],0.6144413352012634,EY61RBG,0.31134892808015807
529,20.0,[2326.97216796875 1167.8851318359375 2917.42431640625 1661.621337890625],0.8483936190605164,[203.7644500732422 316.7716369628906 379.6558532714844 364.40704345703125],0.6103220582008362,EY61NBG,0.3375503686285676
530,20.0,[2326.6923828125 1172.890869140625 2923.66357421875 1662.267578125],0.8496787548065186,[206.73545837402344 313.94140625 380.7315368652344 365.4144592285156],0.5457537174224854,EY61RBG,0.13548004958146495
531,20.0,[2325.6669921875 1176.3277587890625 2927.728759765625 1663.39306640625],0.8440213203430176,[206.95103454589844 313.2177429199219 380.7381896972656 360.441162109375],0.5864776372909546,EY61NBG,0.43800180044635834
532,20.0,[2324.93310546875 1178.9229736328125 2933.542236328125 1665.4473876953125],0.8560846447944641,[210.51040649414062 313.3861389160156 383.51763916015625 364.5097351074219],0.5946384072303772,EY61NBG,0.24033386613715765
533,20.0,[2324.443603515625 1181.22265625 2935.97900390625 1672.069091796875],0.8482796549797058,[211.48594665527344 313.9017333984375 383.2241516113281 361.6274108886719],0.5906102657318115,EY61NBG,0.34143811813967445
535,20.0,[2326.145751953125 1181.496337890625 2937.479736328125 1682.5103759765625],0.8585178256034851,[210.4912872314453 314.60296630859375 382.4764404296875 365.6773376464844],0.5783721804618835,EY61RBG,0.1446936105817476
536,20.0,[2326.335693359375 1184.5101318359375 2938.304443359375 1683.677734375],0.8519554138183594,[211.27346801757812 316.70843505859375 383.59991455078125 365.5230407714844],0.5996503233909607,EY51MEG,0.2265802365783875
537,20.0,[2326.380859375 1186.5526123046875 2939.97509765625 1685.3460693359375],0.8499447703361511,[211.806640625 316.98663330078125 384.6668395996094 366.25189208984375],0.5724624395370483,EY61NEG,0.16891763991390943
538,20.0,[2326.1455078125 1188.2923583984375 2941.872802734375 1690.365234375],0.8486037850379944,[212.96792602539062 316.9340515136719 385.4906921386719 367.14886474609375],0.5828037261962891,EY61NBG,0.44171713074945534
539,11.0,[890.1257934570312 1477.9920654296875 1562.45849609375 2042.4654541015625],0.889682948589325,[207.7049102783203 375.49053955078125 439.4794616699219 442.05419921875],0.38460713624954224,EJ14ZHY,0.4249838624841333
